EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
671,"Seattle, WA",USA,Automated walk signals,“Nearly 75% of walk signals in Urban Centers and Hub Urban Villages will now display a walk signal every time there is a green light for cars”,"June 2, 2020",,,,,https://www.theurbanist.org/2020/06/02/city-bypasses-beg-button-in-a-victory-for-advocates/,,,,
672,"Santa Barbara, CA",USA,Filtered/banned non-local traffic ,Some residential streets closed to vehicles,,,,,,https://twitter.com/calisurf/status/1271146743636168704,,,,
673,İzmir,Turkey,Reallocated outer lane/curb space,two-way pop-up bike lane,,,,,,https://twitter.com/TUMInitiative/status/1271148100074307588,,,,
674,Bucamaranga,Colombia,,[proposed-->implemented],"June 11, 2020",,,,,,,,,
675,Hackney,England,Closed streets to motor vehicles,SCHOOL STREETS: streets closed to motor vehicles at opening & closing times at 40 schools to aid physical distancing among students walking/biking to school,"June 12, 2020",,rolling out; full implementation by September,,,https://news.hackney.gov.uk/traffic-to-be-banned-outside-40-schools-as-part-of-emergency-plan/,,,,
676,"Pittsburgh, PA",USA,Closed streets to motor vehicles,"This is an update to EntryID 316.  Effective June 11, 2020 the loop around Highland Park reservoir is closed to motor vehicles.","June 11, 2020",,temporary (although no end date was given),,,https://pittsburghpa.gov/press-releases/press-releases/4040,,,,
677,Colorado,USA,Other strategies: new funding streams for ped/bike,"State of Colorado dedicated $4.1mil to cities ""to encourage more creative uses for public streets as businesses revive after the pandemic shutdown.""","June 13, 2020",,,,,https://coloradosun.com/2020/06/13/cdot-can-do-colorado-grants-support-pedestrian-streets-businesses/,,,,
678,Waterloo (region),Canada,Reallocated outer lane/curb space,"PROPOSED: ""expedite the closure of curb lanes to general traffic on selected four-lane roads"" for bike/transit","June 16, 2020",,,,,https://drive.google.com/file/d/1p-TfmzO5w5-B8FRgSYmsa8tTFCUEww4R/view,,,,
679,Waterloo (region),Canada,Other strategies: new funding streams for ped/bike,"PROPOSED: ""allocate up to $500,000...to fund costs associated with the plannign road-space re-allocations","June 16, 2020",,,,,https://drive.google.com/file/d/1p-TfmzO5w5-B8FRgSYmsa8tTFCUEww4R/view,,,,
680,San Salvador,Argentina,Reallocated outer lane/curb space,new bike lanes + expansion of sidewalks and prohibition of on-street parking in some areas to create more walking space,"June 14, 2020",,permanent,,,https://www.todojujuy.com/jujuy/empezo-la-demarcacion-ciclovias-el-centro-la-ciudad-n135557,,,,
682,Victoria,Canada,Fasttracked implementation of ped/bike plans,,"June 15, 2020",,,,,,,,,
683,"West Jefferson, NC",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles,Reallocated outer lane/curb space",,"June 17, 2020",,Temporary,,,https://mcusercontent.com/75569b2bf5c028faa09daa662/files/86f7d3ad-2459-42f2-becc-d7ac5bfa3d7c/June_3.pdf?fbclid=IwAR101qb9AFO8LD2-qkJ3gEKiDa3LpZYKOPorf7VXlVZDCJLnuWcYZazF0Ms,,,,
684,Tarragona,Spain,Reduced speed limit,speed limit reduced from 50kmh to 30kmh citywide,"September 1, 2020",,,,,https://www.diaridetarragona.com/amp/tarragona/Xavier-Puig-El-carril-bici-de-Llevant-sera-una-realidad-este-mandato-20200616-0066.html,,,,
685,Tarragona,Spain,Closed streets to motor vehicles,Rambla Nova temporarily pedestrianized,,,"temporary, ended",,,https://www.diaridetarragona.com/amp/tarragona/Xavier-Puig-El-carril-bici-de-Llevant-sera-una-realidad-este-mandato-20200616-0066.html,,,,
686,"Halifax, NS",Canada,Reallocated outer lane/curb space,on-street parking removed to create more space for walking,"May 25, 2020",,,,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,https://www.halifax.ca/home/news/response-covid-19-halifax-mobility-response-streets-spaces,,,
687,"Halifax, NS",Canada,Other strategies: signal timing,pedestrian wait times shortened to reduce congregating,"May 25, 2020",,,,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,https://www.halifax.ca/home/news/response-covid-19-halifax-mobility-response-streets-spaces,,,
688,"Wolfville, NS",Canada,Reallocated outer lane/curb space,on-street parking to be removed on Main St to create space for walking & cycling,"July 1, 2020",,"pilot, ended after 2 weeks (2 months ahead of scheduled end-date) ",,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,https://twitter.com/MercedesACBrian/status/1273246019707441155,https://twitter.com/TownOfWolfville/status/1270353936587915265,https://www.halifaxexaminer.ca/featured/councillor-vs-cars-guess-who-wins/,
689,"Halifax, NS",Canada,Filtered/banned non-local traffic ,"Over a dozen streets designated as ""slow streets"" and non-local vehicle traffic is banned; additional streets under consideration","May 28, 2020",,more streets being announced as of July 28,,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,https://www.halifax.ca/home/news/response-covid-19-halifax-mobility-response-streets-spaces-0,https://atlantic.ctvnews.ca/halifax-adding-more-slow-streets-to-make-it-easier-for-pedestrians-to-keep-their-distance-1.4992607,https://www.halifax.ca/about-halifax/regional-community-planning/transportation-planning/mobilityresponse,
690,"St. Johns, NL",Canada,Closed streets to motor vehicles,Water Street to be closed to motor vehicles noon to 10pm through Sept 7,"July 3, 2020",,,,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,https://twitter.com/CityofStJohns/status/1273234193250648066,http://stjohns.ca/media-release/pedestrian-mall-project-proceed-downtown,https://www.thetelegram.com/news/provincial/st-johns-sidewalks-to-be-extended-for-social-distancing-463267/,
691,"St. Johns, NL",Canada,Reallocated outer lane/curb space,PENDING procurement of traffic control infrastructure. 4 streets will have curbs extended to create space for walking/cycling,"May 5, 2020",,pilot,,,https://www.google.com/maps/d/viewer?mid=1In7pHFMbjHxJXAxD1ktB68kiy_LO1byu&ll=44.64028359999998%2C-63.58699469999998&z=8,http://www.stjohns.ca/media-release/transportation-changes-support-social-distancing,,,
692,Milan,Italy,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",restaurant owners can expand into on-street parking spaces to create outdoor dining,"June 17, 2020",,,,,https://twitter.com/demescope/status/1273505523690876928,,,,
693,"Harrisonburg, VA",USA,Reallocated outer lane/curb space,Temporary street reallocation/partial traffic closure to establish a shared-use path in advance of constructing a permanent one,"June 17, 2020",,temporary until construction of permanent (see sources) ,,,https://www.facebook.com/ShenandoahValleyBicycleCoalition/posts/4005210862884085,"https://www.harrisonburgva.gov/federal-street#:~:text=The%20Federal%20Street%20shared%20use,and%20the%20Downtown%20Streetscape%20Plan.",,,
694,"Chicago, IL",USA,Dedicated public space to outdoor dining/retail,,"June 10, 2020",,,,,https://www.chicagotribune.com/business/transportation/ct-biz-biagi-open-streets-bikes-scooters-20200618-2sradzmoevbzvedqupbwailhuy-story.html,https://www.chicagotribune.com/coronavirus/ct-coronavirus-lakeview-outdoor-dining-closed-streets-chicago-0612-20200612-4wogv2r2q5ba3it6sj7tvukvue-story.html,https://www.chicagotribune.com/coronavirus/ct-coronavirus-cb-restaurant-outdoor-dining-street-closures-20200610-6j7xso4fezhnnhgjvzyilunk3u-story.html,,
696,"Montgomery County, MD",USA,Filtered/banned non-local traffic ,"pilot ""greenway"" with ""no through traffic."" Starting with one street but residents can request additional streets","June 19, 2020",,Temporary,,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25473&Dept=50,,,,
697,"Bethesda, MD",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",closing several streets 11 hours/day for outdoor dining,"June 10, 2020",,temporary,implemented by Montgomery County DOT,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25421,,,,
698,"Wheaton, MD",USA,Dedicated public space to outdoor dining/retail,restaurants may use sidewalks for outdoor dining,"June 19, 2020",,temporary,implemented by Montgomery County DOT,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25468,,,,
699,"Silver Spring, MD",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",lane reallocations for ourdoor dining,"June 12, 2020",,temporary,implemented by Montgomery County DOT,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25445,,,,
700,"Aspen Hill, MD",USA,Filtered/banned non-local traffic ,"pilot neighborhood greenway, 1.2 miles on Holridge Rd","June 15, 2020",,temporary,implemented by Montgomery County DOT,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25420,,,,
701,"Silver Spring, MD",USA,Filtered/banned non-local traffic ,"pilot neighborhood greenway, 0.5 miles on Grove St.","June 15, 2020",,temporary,implemented by Montgomery County DOT,,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25420,,,,
702,"Houston, TX",USA,Filtered/banned non-local traffic ,"The streets in the pilot project include McKinney from Milby to Dumble, and Dumble from Polk to Harrisburg.","June 17, 2020",,temporary,,,https://www.houstontx.gov/slowstreets/,https://www.chron.com/houston/article/City-of-Houston-launches-Slow-Streets-project-for-15346265.php,,,
703,Oxford,England,Other strategies: improved existing infrastructure,Upgraded cycle paths to make them more appropriate for bicycle commuting,"June 20, 2020",,permanent,,,https://www.oxfordmail.co.uk/news/18527094.cycle-path-makeover-ready-commute/,,,,
704,"North Hollywood, CA",USA,Filtered/banned non-local traffic ,"""two areas in North Hollywood became “slow streets,” which means that “traffic is temporarily calmed and limited to local traffic only to allow people to safely utilize the streets for biking, exercising, and play,”","June 20, 2020",,,,,https://www.dailynews.com/2020/06/21/two-valley-neighborhoods-align-with-slow-streets-program/,,,,
706,Bucaramanga,Colombia,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",reallocated street space to allow restaurants to move 70% of seating outdoors,"June 26, 2020",,,,,https://twitter.com/JCardenasRey/status/1276500009895243779,https://twitter.com/JCardenasRey/status/1271033541560807424,,,
707,"Oakland, CA",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",restaurants & retail may use sidewalks and on-street parking spaces ,"June 25, 2020",,Paused as of July 11 due to covid spike,,,https://twitter.com/LibbySchaaf/status/1276245852655243264,,,,
709,Ciudad Palma,Spain,Reallocated outer lane/curb space,vehicle lane converted to bicycle lane on Paseo Maritimo to offset expected increases in vehicle traffic from shut-down relaxation,"June 21, 2020",,,,,https://www.cronicabalear.es/2020/06/cort-convertira-uno-de-los-carriles-de-trafico-del-paseo-maritimo-en-un-carril-bici/,,,,
710,"Metuchen, NJ",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",converted on-street parking into outdoor dining space,"June 19, 2020",,,,,https://twitter.com/CouncilmanPagel/status/1274091779109912577,,,,
711,Utrecht,Netherlands,Other strategies: bicycle parking,pop-up bicycle parking (bicycles parked in pedestrian areas will be confiscated),"June 19, 2020",,,,,https://www.utrecht.nl/wonen-en-leven/verkeer/fiets/fiets-weg/,,,,
712,UK,UK,Other strategies: misc,new app lets cyclists report infrastructure that's not adequate for social distancing,"June 15, 2020",,,,,https://blog.aboutamazon.co.uk/innovation/app-invites-millions-of-cyclists-to-contribute-to-social-distancing-city-planning,,,,
713,Cali,Colombia,Dedicated public space to outdoor dining/retail,PILOT (june 27-29) temporary road closures so restaurants can test outdoor dining,"June 27, 2020",,pilot,,,https://www.enteratecali.net/2020/06/asi-sera-el-plan-piloto-que-se-llevara-a-cabo-este-fin-de-semana/,,,,
714,"Apex, NC",USA,Dedicated public space to outdoor dining/retail,Converted onstreet parking into outdoor dining area,"June 29, 2020",,,,,http://www.wral.com/coronavirus/parking-spaces-converted-into-outdoor-dining-in-downtown-apex/19166062/,,,,
715,"Detroit, MI",USA,Other strategies: subsidized bike ownership,New program to match frontline workers with ebikes and escooters,"June 29, 2020",,,,,https://www.numo.global/news/detroit-new-mobility-pilot-provides-essential-workers-e-bikes-and-e-scooters-covid-19,,,,
716,Rotterdam,Netherlands,Other strategies: signal timing,Traffic signals adjusted to reduce queuing times for pedestrians and bicycles,"May 6, 2020",,,,,https://www.rotterdam.nl/nieuws/anderhalvemeter/,,,,
717,Ghent,Belgium,Other strategies: one way walking,One-way traffic has been introduced in narrow shopping streets where two-way traffic is not safe enough.,"May 11, 2020",,,,,https://stad.gent/en/city-policy/news-events/going-right-direction-action-plan-safe-reopening-shops,,,,
718,Ghent,Belgium,Reallocated outer lane/curb space,Shops can apply to take over parking spaces to allow customers to queue (on foot),"May 11, 2020",,,,,https://stad.gent/en/city-policy/news-events/going-right-direction-action-plan-safe-reopening-shops,,,,
719,Ghent,Belgium,Other strategies: bicycle parking,Additional bicycle parking to be made available in retail areas,"May 11, 2020",,,,,https://stad.gent/en/city-policy/news-events/going-right-direction-action-plan-safe-reopening-shops,,,,
720,Ghent,Belgium,Reallocated outer lane/curb space,SCHOOLS: sections of roadways at 20 schools marked off for pedestrians and bicyclists,"May 5, 2020",,,,,https://stad.gent/nl/mobiliteit-openbare-werken/nieuws-evenementen/extra-ruimte-voor-voetgangers-en-fietsers-aan-45-schoolpoorten,,,,
721,Ghent,Belgium,Closed streets to motor vehicles,SCHOOLS: streets closed to motor vehicles at school start/stop times at 25 schools,"May 5, 2020",,,,,https://stad.gent/nl/mobiliteit-openbare-werken/nieuws-evenementen/extra-ruimte-voor-voetgangers-en-fietsers-aan-45-schoolpoorten,,,,
722,"Salt Lake City, UT",USA,Other strategies: bike share,one cent annual bike share membership for essential workers,"April 2, 2020",,,,,https://greenbikeslc.org/covid19,,,,
723,Glasgow,Scotland,Other strategies: bike share,free bike share for healthcare workers,"March 4, 2020",,,,,https://www.nextbike.co.uk/en/glasgow/news/thousands-of-free-glasgow-nextbike-memberships-and-e-bike-rides-for-nhs-staff/,,,,
724,Vancouver,Canada,Other strategies: bike share,90 days free bike share for essential workers,"April 9, 2020",,,,,https://www.mobibikes.ca/en/news/covid-19-updates,,,,
725,Cardiff,Wales,Other strategies: bike share,free bike share for healthcare workers,"May 5, 2020",,,,,https://www.nextbike.co.uk/en/cardiff/news/free-cycling-memberships-up-for-grabs-for-cardiff-key-workers/,,,,
726,"Baltimore, MD",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
727,"Denver, CO",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
728,"Detroit, MI",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
729,"Portland, OR",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
730,"San Francisco, CA",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
731,"Tampa, FL",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
732,"Washington, DC",USA,Other strategies: bike share,Spin Rides offering free passes to healthcare workers,"April 1, 2020",,,private sector,,https://blog.spin.pm/standing-by-covid-19-everyday-heroes-d8c107e770c2,,,,
733,Porto,Portugal,Dedicated public space to outdoor dining/retail,Restaurants may expand into terraces for outdoor dining,"May 18, 2020",,,,,http://www.porto.pt/noticias/123-terraces-in-porto-have-been-granted-licenses-to-expand-areas--expansion-rate-at-60,,,,
734,"Chicago, IL",USA,Other strategies: bike share,half price divvy memberships for healthcare workers,"April 29, 2020",,,,,https://www.covidmobilityworks.org/responses/divvy-and-the-chicago-department-of-transportation-reduce-prices-for-services-and-offers-free-memberships-for-healthcare-workers-6bbf9a7fb2,,,,
735,Edinburgh,Scotland,Closed streets to motor vehicles,,"April 28, 2020",,,,,https://www.edinburgh.gov.uk/news/article/12844/council-set-to-introduce-emergency-measures-for-pedestrians-and-cyclists,,,,
736,Edinburgh,Scotland,Reallocated outer lane/curb space,pop up bike lanes,"May 14, 2020",,,,,https://www.edinburgh.gov.uk/news/article/12851/plans-for-safer-walking-and-cycling-in-edinburgh,,,,
737,Edinburgh,Scotland,"Fasttracked implementation of ped/bike plans,Closed streets to motor vehicles",planned pedestrianisation of city centre brought forward,"May 14, 2020",,,permanent,,https://www.edinburgh.gov.uk/news/article/12851/plans-for-safer-walking-and-cycling-in-edinburgh,,,,
738,"Colorado Springs, CO",USA,Other strategies: bike share,free rides up to 30 minutes for anyone,"May 1, 2020",,temporary,,,https://www.pikeride.org/,,,,
739,"Carrboro, NC",USA,Dedicated public space to outdoor dining/retail,Retail/restaurants may expand into private outdoor space and some public space including streets,"June 30, 2020",,Temporary,,,http://townofcarrboro.org/CivicAlerts.aspx?AID=1349,,,,
740,Cardiff,Wales,Other strategies: one way walking,,"June 5, 2020",,,,,https://www.cardiffnewsroom.co.uk/releases/c25/24027.html,,,,
741,Cali,Colombia,Reallocated outer lane/curb space,50km of new pop up bike lanes,"May 5, 2020",,temporary,,,https://www.cali.gov.co/movilidad/publicaciones/153529/comienza-demarcacion-de-50-kilometros-de-nuevos-bici-carriles-en-la-ciudad/,,,,
742,Budapest,Hungary,Other strategies: bike share,bike share rates cut to near zero,"March 17, 2020",,temporary; rates will eventually increase but not to pre-pandemic price,,,,,,,
743,"Brookhaven, GA",USA,Dedicated public space to outdoor dining/retail,PARKING LOTS: restaurants can use parking lot space for outdoor dining,"April 27, 2020",,temporary,,,https://www.brookhavenga.gov/mayor/page/brookhaven-establishes-guidelines-temp-permits-restaurants,,,,
744,"Breckenridge, CO",USA,Closed streets to motor vehicles,Main St is temporarily closed to cars; pedestrians only. Programming for socially-distanced activities will take place in the street,"May 5, 2020",,temporary,,,https://www.townofbreckenridge.com/live/covid-19,,,,
745,"Corning, NY",USA,Closed streets to motor vehicles,"downtown Market street closed to cars to allow walking, biking, & outdoor dining/retail","June 15, 2020",,temporary,,,https://wskg.org/news/arts-culture/corning-closes-part-of-downtown-district-to-aid-business-reopenings/,,,,
746,"Rochester, NY",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",partial closure of Railroad St for outdoor dining,"June 29, 2020",,,,,https://13wham.com/news/local/businesses-near-public-market-in-rochester-close-part-of-street-for-outdoor-dining,,,,
747,"Ithaca, NY",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",One block in downtown Ithaca is closed to support oudoor dining,"June 5, 2020",,temporary,,,https://www.ithaca.com/news/ithaca/update-city-closing-aurora-street-for-outdoor-dining-starting-june-25/article_c91981ca-a6ac-11ea-8f78-43a6a1cf6ead.html,,,,
749,Bologna,Italy,Fasttracked implementation of ped/bike plans,the city has sped up implementation of its Bicipolitana bicycle plan to aid in covid recovery,"April 30, 2020",,,,,https://pumsbologna.it/news/Ecco_la_Bicipolitana_il_piano_per_accelerarne_la_realizzazione_alla_luce_dell_emergenza_sanitaria,,,,
750,Tilburg,Netherlands,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",closed some streets to motor vehicles on weekends for outdoor dining,"June 1, 2020",,temporary,,,https://www.tilburg.nl/actueel/crisis/een-veilige-binnenstad/,,,,
751,Tilburg,Netherlands,Reallocated outer lane/curb space,"""1 car lane will be temporarily available for cyclists between Pieter Vreedeplein and Piusplein and 1 lane will remain available for public transport and motorists visiting the city center. Pedestrians can then use the cycle path at that point.""","June 1, 2020",,temporary,,,https://www.tilburg.nl/actueel/crisis/een-veilige-binnenstad/,,,,
752,Tilburg,Netherlands,Reallocated outer lane/curb space,1 motorway lane to be reallocated to walking/cycling at schools along the Noodhoekring,"June 1, 2020",,temporary,,,https://www.tilburg.nl/actueel/crisis/een-veilige-binnenstad/,,,,
753,Tilburg,Netherlands,Reduced speed limit,speeds reduced from 50kph to 30kph at two locations  to reduce speed differences among users,"June 1, 2020",,temporary,,,https://www.tilburg.nl/actueel/crisis/een-veilige-binnenstad/,,,,
754,Nelson,New Zealand,Reduced speed limit,speed reduced to 30kph in city center during pandemic & recovery,"May 6, 2020",,temporary,,,https://our.nelson.govt.nz/media-releases-2/new-30kmhr-speed-limit-to-make-nelsons-city-centre-safer/,,,,
755,Dublin,Ireland,Closed streets to motor vehicles,pedestrianization of city centre areas,"May 11, 2020",,,,,http://www.dublincity.ie/covid-19-social-distancing-measures,,,,
757,"Boise, ID",USA,Dedicated public space to outdoor dining/retail,city passed a resolution supporting dedication of public space for outdoor dining/retail; implementation plan unclear,"May 19, 2020",,,,,http://boisecityid.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3468&MediaPosition=&ID=14214&CssClass=,,,,
758,Dublin,Ireland,Reallocated outer lane/curb space,Blackrock Village reallocating one lane to walk/bike; converting two-way streets to one-way to create the room,"May 27, 2020",,temporary,,,https://www.dlrcoco.ie/en/news/general-news-press-releases/dlr-announce-temporary-one-way-system-blackrock-village,,,,
759,"San Francisco, CA",USA,Other strategies: bike share,free bike share for healthcare workers in partnership with Lyft,"April 9, 2020","May 31, 2020",ended (was only through May 31),,,https://www.lyft.com/bikes/bay-wheels/critical-worker-program,,,,
760,"Miami, FL",USA,Specific policy action to restrict walking & biking,shared micromobility banned to prevent spread of covid,"March 20, 2020",,,,,https://www.miamidade.gov/releases/2020-03-18-COVID-scooters-prohibited.asp,,,,
762,Antwerp,Belgium,Implemented shared streets,"city is creating new & improving existing ""bicycle streets"" to more clearly indicate streets where bicyclists can use the whole road and ride two-way","June 4, 2020",,,,,https://www.antwerpen.be/nl/info/5ed8d8ddca74594e6e748ad3/19-km-nieuwe-fietsstraten-in-antwerpen,,,,
763,Amsterdam,Netherlands,Other strategies: subsidized bike ownership,free bikes for 1600 grade school students,"March 29, 2020",,,,,https://www.amsterdam.nl/en/coronavirus/overview/public-space-waste-mobility/,,,,
764,Amsterdam,Netherlands,Other strategies: signal timing,traffic signals adjusted for longer green for bike/ped to reduce queuing,"March 29, 2020",,,,,https://www.amsterdam.nl/en/coronavirus/overview/public-space-waste-mobility/,,,,
765,Amsterdam,Netherlands,Reduced speed limit,"city considering reducing city center speed limit from 50kph to 30kph, allowing cyclists to expand into the roadway more safely","March 29, 2020",,,,,https://www.amsterdam.nl/en/coronavirus/overview/public-space-waste-mobility/,,,,
766,Amsterdam,Netherlands,Other strategies: bicycle parking,city considering converting on-street parking to bicycle parking,"March 29, 2020",,,,,,,,,
767,Moscow,Russia,Other strategies: bike share,Free bike share for 'volunteers and couriers',"April 10, 2020",,,,,https://www.mos.ru/news/item/72143073/,,,,
768,Montevideo,Uruguay,Closed streets to motor vehicles,Sunday car-free blvds,"May 24, 2020",,,,,https://montevideo.gub.uy/noticias/movilidad-y-transporte/una-avenida-para-caminar,,,,
769,"Memphis, TN",USA,Other strategies: bike share,free bike share to all residents,"March 24, 2020",,,,,https://explorebikeshare.bcycle.com/news/2020/03/24/let-s-ride-this-out-on-a-bike,,,,
771,multiple cities,USA & Canada,Other strategies: bike share,SCOOTERS (not bikes): free e-scooter share from Lime for essential workers,"April 15, 2020",,,,,https://airtable.com/shr5FFPNiJA9mFQSH,,,,
772,"Los Angeles, CA",USA,Other strategies: signal timing,City adjusted traffic signals to reduce speeding (eliminated 'green wave'),"April 15, 2020",,,,,http://www.ladot.lacity.org/coronavirus/ladot-adjusts-signals-slow-excessive-speeding,,,,
773,Italy,Italy,Other strategies: bike share,up to 60% reimbursement for cost of bike/scooter share,"May 14, 2020",,,,,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-45/14602,,,,
774,Italy,Italy,Other strategies: subsidized bike ownership,60% reimbursement for bicycle/scooter purchases,"May 14, 2020",,,,,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-45/14602,,,,
775,Madrid,Spain,Other strategies: bike share,4800 e-bikes being distributed around the city for resident/commercial use,"June 3, 2020",,,,,https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Todas-las-noticias/El-Ayuntamiento-autoriza-el-despliegue-de-4-800-bicicletas-electricas-por-toda-la-ciudad/?vgnextfmt=default&vgnextoid=cf46c5fe2a572710VgnVCM1000001d4a900aRCRD&vgnextchannel=e40362215c483510VgnVCM2000001f4a900aRCRD,,,,
776,Tel Aviv,Israel,Closed streets to motor vehicles,some streets/lanes to be closed to motor vehicles as part of pedestrianization scheme,"May 20, 2020",,,,,https://www.tel-aviv.gov.il/en/Pages/ArticlePage.aspx?WebID=9336473c-1537-4ab6-8a69-d299b5db8bcc&ListID=b4eda22c-a69a-4bef-9479-05d5a832ad16&ItemId=113,,,,
777,Tel Aviv,Israel,Reallocated outer lane/curb space,some streets/lanes to be closed to motor vehicles as part of pedestrianization scheme,"May 20, 2020",,,,,https://www.tel-aviv.gov.il/en/Pages/ArticlePage.aspx?WebID=9336473c-1537-4ab6-8a69-d299b5db8bcc&ListID=b4eda22c-a69a-4bef-9479-05d5a832ad16&ItemId=113,,,,
778,"Fredericton, NB",Canada,Dedicated public space to outdoor dining/retail,,"May 19, 2020",,"temporary, until September",,,https://www.fredericton.ca/en/news/city-hall/fredericton-al-fresco-partnership-launched-to-help-local-restaurants,,,,
779,"Winter Haven, FL",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",*some* on-street parking spaces converted to outdoor dining,"May 5, 2020","May 31, 2020","temporary, ended May 31",,,https://www.mywinterhaven.com/city/press-releases-city/downtown-parklet-and-parking-options-as-downtown-reopens/,,,,
780,Helsinki,Finland,Other strategies: bike share,50% off Whim bike share,"March 26, 2020",,,,,https://whimapp.com/interruption/,,,,
781,"Esquimalt, BC",Canada,Reallocated outer lane/curb space,One lane on Gorge Bridge dedicated to pedestrians,"April 23, 2020",,temporary,,,https://www.crd.bc.ca/docs/default-source/wastewater-planning-2014/2020-04-23-constructionnotice-rscl-gorgebridge-update.pdf?sfvrsn=82c025cc_0,,,,
782,Vernon,Canada,Automated walk signals,,"March 30, 2020",,,,,https://www.vernon.ca/activities-events/news-events/news-archive/covid-19-update-downtown-pedestrian-crossings-automated,,,,
783,"Tucson, AZ",USA,Other strategies: bike share,Free monthly bike share pass on Tugo for 'urgent' travel,,,,,,https://tugobikeshare.com/free-monthly-pass/,,,,
784,London,England,Specific closure of walking/cycling infrastructure,Thames River Path closed to enforce social distancing,"April 12, 2020",,temporary,,,https://www.lbhf.gov.uk/articles/news/2020/04/thames-path-remain-closed-runners-and-cyclists,,,,
785,Utrecht,Netherlands,Closed streets to motor vehicles,expanded pedestrianized areas in city center,"June 27, 2020",,temporary,,,https://www.utrecht.nl/bestuur-en-organisatie/coronavirus/maatregelen-coronavirus/meer-ruimte-voor-voetgangers-en-fietsers/,,,,
786,Utrecht,Netherlands,Other strategies: misc,Created maps indicating alternative bicycle routes if one's primary option is overcrowded,"June 27, 2020",,,,,https://www.utrecht.nl/bestuur-en-organisatie/coronavirus/maatregelen-coronavirus/meer-ruimte-voor-voetgangers-en-fietsers/,,,,
787,Utrecht,Netherlands,Reallocated outer lane/curb space,pop-up bike lanes,"June 2, 2020",,,,,https://www.utrecht.nl/bestuur-en-organisatie/coronavirus/maatregelen-coronavirus/meer-ruimte-voor-voetgangers-en-fietsers/,,,,
